word,label,di_word_pos,root_word,root_word_pos,following_word,following_word_pos
di catat,0,IN,catat,NN,catat,NN
di catat,0,IN,catat,NN,catat,NN
di catat,0,IN,catat,NN,catat,NN
di catat,0,IN,catat,NN,catat,NN
dicatat,1,VB,catat,NN,catat,NN
dicatat,1,VB,catat,NN,catat,NN
dicatat,1,VB,catat,NN,catat,NN
dicatat,1,VB,catat,NN,catat,NN
dicatat,1,VB,catat,NN,catat,NN
dicatat,1,VB,catat,NN,catat,NN
dicatat,1,VB,catat,NN,catat,NN
di cegah,0,IN,cegah,NN,cegah,NN
di cegah,0,IN,cegah,NN,cegah,NN
di cegah,0,IN,cegah,NN,cegah,NN
dicegah,1,VB,cegah,NN,cegah,NN
dicegah,1,VB,cegah,NN,cegah,NN
dicegah,1,VB,cegah,NN,cegah,NN
di cek,0,IN,cek,NN,cek,NN
di cek,0,IN,cek,NN,cek,NN
dicek,1,VB,cek,NN,cek,NN
dicek,1,VB,cek,NN,cek,NN
di cemarkan,0,IN,cemar,NN,cemarkan,VB
dicemarkan,1,VB,cemar,NN,cemarkan,VB
di cemooh,0,IN,cemooh,NN,cemooh,NN
dicemooh,1,VB,cemooh,NN,cemooh,NN
di ceritakan,0,IN,cerita,NN,ceritakan,VB
di ceritakan,0,IN,cerita,NN,ceritakan,VB
dicerita,0,VB,cerita,NN,cerita,NN
di cerita,1,IN,cerita,NN,cerita,NN
diceritakan,1,VB,cerita,NN,ceritakan,VB
diceritakan,1,VB,cerita,NN,ceritakan,VB
diCGV,0,VB,cgv,NN,CGV,NNP
di CGV,1,IN,cgv,NN,CGV,NNP
diChina,0,VB,china,NN,China,NNP
di China,1,IN,china,NN,China,NNP
diCianjur,0,VB,cianjur,NN,Cianjur,NNP
di Cianjur,1,IN,cianjur,NN,Cianjur,NNP
diCikunir,0,VB,cikunir,NN,Cikunir,NNP
di Cikunir,1,IN,cikunir,NN,Cikunir,NNP
diCiledug,0,VB,ciledug,NN,Ciledug,NNP
diCiledug,0,VB,ciledug,NN,Ciledug,NNP
di Ciledug,1,IN,ciledug,NN,Ciledug,NNP
di Ciledug,1,IN,ciledug,NN,Ciledug,NNP
di cintai,0,IN,cinta,NN,cintai,VB
dicintai,1,VB,cinta,NN,cintai,VB
di ciptakan,0,IN,cipta,NN,ciptakan,VB
diciptakan,1,VB,cipta,NN,ciptakan,VB
di contohkan,0,IN,contoh,NN,contohkan,VB
dicontohkan,1,VB,contoh,NN,contohkan,VB
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
didaerah,0,VB,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daerah,1,IN,daerah,NN,daerah,NN
di daftarkan,0,IN,daftar,NN,daftarkan,VB
di daftarkan,0,IN,daftar,NN,daftarkan,VB
di daftarkan,0,IN,daftar,NN,daftarkan,VB
didaftarkan,1,VB,daftar,NN,daftarkan,VB
didaftarkan,1,VB,daftar,NN,daftarkan,VB
didaftarkan,1,VB,daftar,NN,daftarkan,VB
di dakwa,0,IN,dakwa,NN,dakwa,NN
di dakwa,0,IN,dakwa,NN,dakwa,NN
didakwa,1,VB,dakwa,NN,dakwa,NN
didakwa,1,VB,dakwa,NN,dakwa,NN
di danai,0,IN,dana,NN,danai,VB
didanai,1,VB,dana,NN,danai,VB
di dapuk,0,IN,dapuk,NN,dapuk,NN
di dapuk,0,IN,dapuk,NN,dapuk,NN
di dapuk,0,IN,dapuk,NN,dapuk,NN
di dapuk,0,IN,dapuk,NN,dapuk,NN
didapuk,1,VB,dapuk,NN,dapuk,NN
didapuk,1,VB,dapuk,NN,dapuk,NN
didapuk,1,VB,dapuk,NN,dapuk,NN
didapuk,1,VB,dapuk,NN,dapuk,NN
didarat,0,VB,darat,NN,darat,NN
di darat,1,IN,darat,NN,darat,NN
di dasari,0,IN,dasar,NN,dasari,VB
di dasari,0,IN,dasar,NN,dasari,VB
di dasari,0,IN,dasar,NN,dasari,VB
di dasari,0,IN,dasar,NN,dasari,VB
di dasarkan,0,IN,dasar,NN,dasarkan,NN
di dasarkan,0,IN,dasar,NN,dasarkan,NN
di dasarkan,0,IN,dasar,NN,dasarkan,NN
di dasarkan,0,IN,dasar,NN,dasarkan,NN
di dasarkan,0,IN,dasar,NN,dasarkan,NN
didasari,1,VB,dasar,NN,dasari,VB
didasari,1,VB,dasar,NN,dasari,VB
didasari,1,VB,dasar,NN,dasari,VB
didasari,1,VB,dasar,NN,dasari,VB
didasarkan,1,VB,dasar,NN,dasarkan,NN
didasarkan,1,VB,dasar,NN,dasarkan,NN
didasarkan,1,VB,dasar,NN,dasarkan,NN
didasarkan,1,VB,dasar,NN,dasarkan,NN
didasarkan,1,VB,dasar,NN,dasarkan,NN
didata,0,VB,data,NN,data,NN
didata,0,VB,data,NN,data,NN
di data,1,IN,data,NN,data,NN
di data,1,IN,data,NN,data,NN
di perdebatkan,0,IN,debat,NN,perdebatkan,NN
diperdebatkan,1,VB,debat,NN,perdebatkan,NN
diDenmark,0,VB,denmark,NN,Denmark,NNP
di Denmark,1,IN,denmark,NN,Denmark,NNP
di depak,0,IN,depak,NN,depak,NN
didepak,1,VB,depak,NN,depak,NN
diDepok,0,VB,depok,NN,Depok,NNP
di Depok,1,IN,depok,NN,Depok,NNP
dideretan,0,VB,deret,NN,deretan,NN
di deretan,1,IN,deret,NN,deretan,NN
di derita,0,IN,derita,NN,derita,NN
di derita,0,IN,derita,NN,derita,NN
diderita,1,VB,derita,NN,derita,NN
diderita,1,VB,derita,NN,derita,NN
didesa,0,VB,desa,NN,desa,NN
didesa,0,VB,desa,NN,desa,NN
didesa,0,VB,desa,NN,desa,NN
didesa,0,VB,desa,NN,desa,NN
didesa,0,VB,desa,NN,desa,NN
dipedesaan,0,VB,desa,NN,pedesaan,NN
di desa,1,IN,desa,NN,desa,NN
di desa,1,IN,desa,NN,desa,NN
di desa,1,IN,desa,NN,desa,NN
di desa,1,IN,desa,NN,desa,NN
di desa,1,IN,desa,NN,desa,NN
di pedesaan,1,IN,desa,NN,pedesaan,NN
di desain,0,IN,desain,NN,desain,NN
didesain,1,VB,desain,NN,desain,NN
di desak,0,IN,desak,NN,desak,NN
didesak,1,VB,desak,NN,desak,NN
diDewan Pers,0,NP,dewan pers,NN,Dewan Pers,NP
diDewan Pers,0,NP,dewan pers,NN,Dewan Pers,NP
di Dewan Pers,1,IN,dewan pers,NN,Dewan Pers,NP
di Dewan Pers,1,IN,dewan pers,NN,Dewan Pers,NP
didewan pimpinan,0,VP,dewan pimpin,NN,dewan pimpinan,NN
di dewan pimpinan,1,IN,dewan pimpin,NN,dewan pimpinan,NN
di diagnosis,0,IN,diagnosis,NN,diagnosis,NN
di diagnosis,0,IN,diagnosis,NN,diagnosis,NN
di diagnosis,0,IN,diagnosis,NN,diagnosis,NN
didiagnosis,1,VB,diagnosis,NN,diagnosis,NN
didiagnosis,1,VB,diagnosis,NN,diagnosis,NN
didiagnosis,1,VB,diagnosis,NN,diagnosis,NN
diDinas PUPR,0,VP,dinas pupr,NN,Dinas PUPR,NP
diDinas PUPR,0,VP,dinas pupr,NN,Dinas PUPR,NP
di Dinas PUPR,1,IN,dinas pupr,NN,Dinas PUPR,NP
di Dinas PUPR,1,IN,dinas pupr,NN,Dinas PUPR,NP
di diskusikan,0,IN,diskusi,NN,diskusikan,VB
di diskusikan,0,IN,diskusi,NN,diskusikan,VB
di diskusikan,0,IN,diskusi,NN,diskusikan,VB
didiskusikan,1,VB,diskusi,NN,diskusikan,VB
didiskusikan,1,VB,diskusi,NN,diskusikan,VB
didiskusikan,1,VB,diskusi,NN,diskusikan,VB
di distribusikan,0,IN,distribusi,NN,distribusikan,VB
didistribusikan,1,VB,distribusi,NN,distribusikan,VB
di doakan,0,IN,doa,NN,doakan,VB
didoakan,1,VB,doa,NN,doakan,VB
di dominasi,0,IN,dominasi,NN,dominasi,NN
di dominasi,0,IN,dominasi,NN,dominasi,NN
di dominasi,0,IN,dominasi,NN,dominasi,NN
di dominasi,0,IN,dominasi,NN,dominasi,NN
didominasi,1,VB,dominasi,NN,dominasi,NN
didominasi,1,VB,dominasi,NN,dominasi,NN
didominasi,1,VB,dominasi,NN,dominasi,NN
didominasi,1,VB,dominasi,NN,dominasi,NN
diDPR,0,VB,dpr,NN,DPR,NNP
diDPR,0,VB,dpr,NN,DPR,NNP
diDPR,0,VB,dpr,NN,DPR,NNP
diDPR,0,VB,dpr,NN,DPR,NNP
diDPR,0,VB,dpr,NN,DPR,NNP
diDPR,0,VB,dpr,NN,DPR,NNP
diDPR,0,VB,dpr,NN,DPR,NNP
di DPR,1,IN,dpr,NN,DPR,NNP
di DPR,1,IN,dpr,NN,DPR,NNP
di DPR,1,IN,dpr,NN,DPR,NNP
di DPR,1,IN,dpr,NN,DPR,NNP
di DPR,1,IN,dpr,NN,DPR,NNP
di DPR,1,IN,dpr,NN,DPR,NNP
di DPR,1,IN,dpr,NN,DPR,NNP
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
didunia,0,VB,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di dunia,1,IN,dunia,NN,dunia,NN
di edarkan,0,IN,edar,NN,edarkan,NN
diedarkan,1,VB,edar,NN,edarkan,NN
di eksploitasi,0,IN,eksploitasi,NN,eksploitasi,NN
dieksploitasi,1,VB,eksploitasi,NN,eksploitasi,NN
di ekspor,0,IN,ekspor,NN,ekspor,NN
diekspor,1,VB,ekspor,NN,ekspor,NN
diEmirhan Sport Complex,0,NP,emirhan sport complex,NN,Emirhan Sport Complex,NN
di Emirhan Sport Complex,1,IN,emirhan sport complex,NN,Emirhan Sport Complex,NN
diera,0,VB,era,NN,era,NN
diera,0,VB,era,NN,era,NN
diera,0,VB,era,NN,era,NN
diera,0,VB,era,NN,era,NN
diera,0,VB,era,NN,era,NN
di era,1,IN,era,NN,era,NN
di era,1,IN,era,NN,era,NN
di era,1,IN,era,NN,era,NN
di era,1,IN,era,NN,era,NN
di era,1,IN,era,NN,era,NN
diEra VUCA,0,VP,era vuca,NN,Era VUCA,NP
di Era VUCA,1,IN,era vuca,NN,Era VUCA,NP
diEropa,0,VB,eropa,NN,Eropa,NNP
diEropa,0,VB,eropa,NN,Eropa,NNP
diEropa,0,VB,eropa,NN,Eropa,NNP
diEropa,0,VB,eropa,NN,Eropa,NNP
diEropa,0,VB,eropa,NN,Eropa,NNP
diEropa,0,VB,eropa,NN,Eropa,NNP
di Eropa,1,IN,eropa,NN,Eropa,NNP
di Eropa,1,IN,eropa,NN,Eropa,NNP
di Eropa,1,IN,eropa,NN,Eropa,NNP
di Eropa,1,IN,eropa,NN,Eropa,NNP
di Eropa,1,IN,eropa,NN,Eropa,NNP
di Eropa,1,IN,eropa,NN,Eropa,NNP
diEssex,0,VB,essex,NN,Essex,NNP
di Essex,1,IN,essex,NN,Essex,NNP
di evaluasi,0,IN,evaluasi,NN,evaluasi,NN
di evaluasi,0,IN,evaluasi,NN,evaluasi,NN
di evaluasi,0,IN,evaluasi,NN,evaluasi,NN
di evaluasi,0,IN,evaluasi,NN,evaluasi,NN
di evaluasi,0,IN,evaluasi,NN,evaluasi,NN
dievaluasi,1,VB,evaluasi,NN,evaluasi,NN
dievaluasi,1,VB,evaluasi,NN,evaluasi,NN
dievaluasi,1,VB,evaluasi,NN,evaluasi,NN
dievaluasi,1,VB,evaluasi,NN,evaluasi,NN
dievaluasi,1,VB,evaluasi,NN,evaluasi,NN
difase,0,VB,fase,NN,fase,NN
di fase,1,IN,fase,NN,fase,NN
difasilitas,0,VB,fasilitas,NN,fasilitas,NN
di fasilitas,1,IN,fasilitas,NN,fasilitas,NN
difiber optic,0,VP,fiber optic,NN,fiber optic,NN
di fiber optic,1,IN,fiber optic,NN,fiber optic,NN
difilm,0,VB,film,NN,film,NN
difilm,0,VB,film,NN,film,NN
difilm,0,VB,film,NN,film,NN
di film,1,IN,film,NN,film,NN
di film,1,IN,film,NN,film,NN
di film,1,IN,film,NN,film,NN
difinal,0,VB,final,NN,final,NN
difinal,0,VB,final,NN,final,NN
di final,1,IN,final,NN,final,NN
di final,1,IN,final,NN,final,NN
di fokuskan,0,IN,fokus,NN,fokuskan,NN
di fokuskan,0,IN,fokus,NN,fokuskan,NN
di fokuskan,0,IN,fokus,NN,fokuskan,NN
difokuskan,1,VB,fokus,NN,fokuskan,NN
difokuskan,1,VB,fokus,NN,fokuskan,NN
difokuskan,1,VB,fokus,NN,fokuskan,NN
di formulasikan,0,IN,formulasi,NN,formulasikan,NN
diformulasikan,1,VB,formulasi,NN,formulasikan,NN
difrekuensi,0,VB,frekuensi,NN,frekuensi,NN
di frekuensi,1,IN,frekuensi,NN,frekuensi,NN
difromt,0,VB,fromt,NN,fromt,NN
di fromt,1,IN,fromt,NN,fromt,NN
difront,0,VB,front,NN,front,NN
di front,1,IN,front,NN,front,NN
di fungsikan,0,IN,fungsi,NN,fungsikan,NN
di fungsikan,0,IN,fungsi,NN,fungsikan,NN
difungsikan,1,VB,fungsi,NN,fungsikan,NN
difungsikan,1,VB,fungsi,NN,fungsikan,NN
diG20,0,VB,g20,NN,G20,NNP
di G20,1,IN,g20,NN,G20,NNP
di gabungkan,0,IN,gabung,NN,gabungkan,NN
digabungkan,1,VB,gabung,NN,gabungkan,NN
di gagas,0,IN,gagas,NN,gagas,NN
digagas,1,VB,gagas,NN,gagas,NN
di gaji,0,IN,gaji,NN,gaji,NN
di gaji,0,IN,gaji,NN,gaji,NN
digaji,1,VB,gaji,NN,gaji,NN
digaji,1,VB,gaji,NN,gaji,NN
di galakkan,0,IN,galak,NN,galakkan,NN
di galakkan,0,IN,galak,NN,galakkan,NN
di galakkan,0,IN,galak,NN,galakkan,NN
digalakkan,1,VB,galak,NN,galakkan,NN
digalakkan,1,VB,galak,NN,galakkan,NN
digalakkan,1,VB,galak,NN,galakkan,NN
digalangan,0,VB,galang,NN,galangan,NN
di galangan,1,IN,galang,NN,galangan,NN
di gambar,0,IN,gambar,NN,gambar,NN
digambar,1,VB,gambar,NN,gambar,NN
di ganjar,0,IN,ganjar,NN,ganjar,NN
diganjar,1,VB,ganjar,NN,ganjar,NN
digarda,0,VB,garda,NN,garda,NN
di garda,1,IN,garda,NN,garda,NN
digaris depan,0,VP,garis depan,NN,garis depan,NN
di garis depan,1,IN,garis depan,NN,garis depan,NN
di gaungkan,0,IN,gaung,NN,gaungkan,NN
digaungkan,1,VB,gaung,NN,gaungkan,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
digedung,0,VB,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gedung,1,IN,gedung,NN,gedung,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
di gelar,0,IN,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
digelar,1,VB,gelar,NN,gelar,NN
di geledah,0,IN,geledah,NN,geledah,NN
di geledah,0,IN,geledah,NN,geledah,NN
digeledah,1,VB,geledah,NN,geledah,NN
digeledah,1,VB,geledah,NN,geledah,NN
digelembung,0,VB,gelembung,NN,gelembung,NN
di gelembung,1,IN,gelembung,NN,gelembung,NN
di gelorakan,0,IN,gelora,NN,gelorakan,NN
digelorakan,1,VB,gelora,NN,gelorakan,NN
di gembok,0,IN,gembok,NN,gembok,NN
digembok,1,VB,gembok,NN,gembok,NN
digerbang,0,VB,gerbang,NN,gerbang,NN
di gerbang,1,IN,gerbang,NN,gerbang,NN
di gerebek,0,IN,gerebek,NN,gerebek,NN
digerebek,1,VB,gerebek,NN,gerebek,NN
digereja,0,VB,gereja,NN,gereja,NN
digereja,0,VB,gereja,NN,gereja,NN
digereja,0,VB,gereja,NN,gereja,NN
digereja,0,VB,gereja,NN,gereja,NN
digereja,0,VB,gereja,NN,gereja,NN
di gereja,1,IN,gereja,NN,gereja,NN
di gereja,1,IN,gereja,NN,gereja,NN
di gereja,1,IN,gereja,NN,gereja,NN
di gereja,1,IN,gereja,NN,gereja,NN
di gereja,1,IN,gereja,NN,gereja,NN
di gigit,0,IN,gigit,NN,gigit,NN
digigit,1,VB,gigit,NN,gigit,NN
diGresik,0,VB,gresik,NN,Gresik,NNP
di Gresik,1,IN,gresik,NN,Gresik,NNP
digrup,0,VB,grup,NN,grup,NN
digrup,0,VB,grup,NN,grup,NN
digrup,0,VB,grup,NN,grup,NN
digrup,0,VB,grup,NN,grup,NN
di grup,1,IN,grup,NN,grup,NN
di grup,1,IN,grup,NN,grup,NN
di grup,1,IN,grup,NN,grup,NN
di grup,1,IN,grup,NN,grup,NN
di gulirkan,0,IN,gulir,NN,gulirkan,NN
digulirkan,1,VB,gulir,NN,gulirkan,NN
di gulung,0,IN,gulung,NN,gulung,NN
digulung,1,VB,gulung,NN,gulung,NN
digunung,0,VB,gunung,NN,gunung,NN
dipegunungan,0,VB,gunung,NN,pegunungan,NN
dipegunungan,0,VB,gunung,NN,pegunungan,NN
di gunung,1,IN,gunung,NN,gunung,NN
di pegunungan,1,IN,gunung,NN,pegunungan,NN
di pegunungan,1,IN,gunung,NN,pegunungan,NN
diperguruan,0,VB,guru,NN,perguruan,NN
di perguruan,1,IN,guru,NN,perguruan,NN
di hadapi,0,IN,hadap,NN,hadapi,VB
di hadapi,0,IN,hadap,NN,hadapi,VB
di hadapi,0,IN,hadap,NN,hadapi,VB
di hadapi,0,IN,hadap,NN,hadapi,VB
di hadapi,0,IN,hadap,NN,hadapi,VB
di hadapi,0,IN,hadap,NN,hadapi,VB
di hadapi,0,IN,hadap,NN,hadapi,VB
di hadapkan,0,IN,hadap,NN,hadapkan,VB
di hadapkan,0,IN,hadap,NN,hadapkan,VB
dihadapan,0,VB,hadap,NN,hadapan,NN
dihadapan,0,VB,hadap,NN,hadapan,NN
di hadapan,1,IN,hadap,NN,hadapan,NN
di hadapan,1,IN,hadap,NN,hadapan,NN
dihadapi,1,VB,hadap,NN,hadapi,VB
dihadapi,1,VB,hadap,NN,hadapi,VB
dihadapi,1,VB,hadap,NN,hadapi,VB
dihadapi,1,VB,hadap,NN,hadapi,VB
dihadapi,1,VB,hadap,NN,hadapi,VB
dihadapi,1,VB,hadap,NN,hadapi,VB
dihadapi,1,VB,hadap,NN,hadapi,VB
dihadapkan,1,VB,hadap,NN,hadapkan,VB
dihadapkan,1,VB,hadap,NN,hadapkan,VB
di halangi,0,IN,halang,NN,halangi,VB
dihalangi,1,VB,halang,NN,halangi,VB
dihall,0,VB,hall,NN,hall,NN
di hall,1,IN,hall,NN,hall,NN
di hamil,0,IN,hamil,NN,hamil,NN
dihamil,1,VB,hamil,NN,hamil,NN
di hargai,0,IN,harga,NN,hargai,VB
di hargai,0,IN,harga,NN,hargai,VB
dihargai,1,VB,harga,NN,hargai,VB
dihargai,1,VB,harga,NN,hargai,VB
dihari,0,VB,hari,NN,hari,NN
dihari,0,VB,hari,NN,hari,NN
dihari,0,VB,hari,NN,hari,NN
dihari,0,VB,hari,NN,hari,NN
dihari,0,VB,hari,NN,hari,NN
dihari,0,VB,hari,NN,hari,NN
dihari,0,VB,hari,NN,hari,NN
di hari,1,IN,hari,NN,hari,NN
di hari,1,IN,hari,NN,hari,NN
di hari,1,IN,hari,NN,hari,NN
di hari,1,IN,hari,NN,hari,NN
di hari,1,IN,hari,NN,hari,NN
di hari,1,IN,hari,NN,hari,NN
di hari,1,IN,hari,NN,hari,NN
di hasilkan,0,IN,hasil,NN,hasilkan,VB
di hasilkan,0,IN,hasil,NN,hasilkan,VB
di hasilkan,0,IN,hasil,NN,hasilkan,VB
di hasilkan,0,IN,hasil,NN,hasilkan,VB
di hasilkan,0,IN,hasil,NN,hasilkan,VB
dihasilkan,1,VB,hasil,NN,hasilkan,VB
dihasilkan,1,VB,hasil,NN,hasilkan,VB
dihasilkan,1,VB,hasil,NN,hasilkan,VB
dihasilkan,1,VB,hasil,NN,hasilkan,VB
dihasilkan,1,VB,hasil,NN,hasilkan,VB
dihati,0,VB,hati,NN,hati,NN
dihati,0,VB,hati,NN,hati,NN
dihati,0,VB,hati,NN,hati,NN
di hati,1,IN,hati,NN,hati,NN
di hati,1,IN,hati,NN,hati,NN
di hati,1,IN,hati,NN,hati,NN
di hembuskan,0,IN,hembus,NN,hembuskan,VB
dihembuskan,1,VB,hembus,NN,hembuskan,VB
di himpun,0,IN,himpun,NN,himpun,NN
dihimpun,1,VB,himpun,NN,himpun,NN
di hindari,0,IN,hindar,NN,hindari,VB
di hindari,0,IN,hindar,NN,hindari,VB
di hindari,0,IN,hindar,NN,hindari,VB
dihindari,1,VB,hindar,NN,hindari,VB
dihindari,1,VB,hindar,NN,hindari,VB
dihindari,1,VB,hindar,NN,hindari,VB
diHiroshima,0,VB,hiroshima,NN,Hiroshima,NNP
di Hiroshima,1,IN,hiroshima,NN,Hiroshima,NNP
diHjerman,0,VB,hjerman,NN,Hjerman,NN
diHjerman,0,VB,hjerman,NN,Hjerman,NN
di Hjerman,1,IN,hjerman,NN,Hjerman,NN
di Hjerman,1,IN,hjerman,NN,Hjerman,NN
dihoel,0,VB,hoel,NN,hoel,NN
di hoel,1,IN,hoel,NN,hoel,NN
dihotel,0,VB,hotel,NN,hotel,NN
dihotel,0,VB,hotel,NN,hotel,NN
dihotel,0,VB,hotel,NN,hotel,NN
dihotel,0,VB,hotel,NN,hotel,NN
dihotel,0,VB,hotel,NN,hotel,NN
dihotel,0,VB,hotel,NN,hotel,NN
dihotel,0,VB,hotel,NN,hotel,NN
dihotel,0,VB,hotel,NN,hotel,NN
di hotel,1,IN,hotel,NN,hotel,NN
di hotel,1,IN,hotel,NN,hotel,NN
di hotel,1,IN,hotel,NN,hotel,NN
di hotel,1,IN,hotel,NN,hotel,NN
di hotel,1,IN,hotel,NN,hotel,NN
di hotel,1,IN,hotel,NN,hotel,NN
di hotel,1,IN,hotel,NN,hotel,NN
di hotel,1,IN,hotel,NN,hotel,NN
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
di hubungi,0,IN,hubung,NN,hubungi,VB
